dataset_fold_id,dataset_name,target_type,alg_name,hparam_source,trial_number,alg_hparam_id,time__train,Log Loss__train,AUC__train,Accuracy__train,F1__train,time__val,Log Loss__val,AUC__val,Accuracy__val,F1__val,time__test,Log Loss__test,AUC__test,Accuracy__test,F1__test,time__train-eval
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_16_s0,16,rtdl_ResNet__seed_0__trial_16,25.91053352500012,1.1661864900383134,0.94403777883192,0.785,0.7881492770801246,0.1426531709998926,1.308474404666981,0.9371851851851851,0.72,0.714920634920635,0.1649030200001107,1.1913223235187917,0.9613950617283952,0.76,0.7558225108225107,0.13660135999998602
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_17_s0,17,rtdl_ResNet__seed_0__trial_17,20.274603510999896,1.1897532593149982,0.9421024561008479,0.785,0.7885237434078314,0.14235338699973,1.3148083545480116,0.9348641975308642,0.74,0.7405219780219781,0.15171090000012555,1.2671346556922156,0.9673518518518519,0.76,0.7558225108225107,0.1322140520001085
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_18_s0,18,rtdl_ResNet__seed_0__trial_18,14.864869598000041,1.7127680059347812,0.9317788389119869,0.78,0.7812383346076364,0.12867134599991914,1.653981810799288,0.9349444444444446,0.68,0.6771139971139971,0.1367786089999754,1.6344956540437316,0.9499074074074073,0.78,0.7775108225108224,0.13588135300005888
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_19_s0,19,rtdl_ResNet__seed_0__trial_19,24.773169465000137,0.9806930007448814,0.9431337805515884,0.7825,0.7851282017614438,0.11694735999981276,1.1824732315175601,0.925679012345679,0.7,0.7012409812409811,0.1387796230001186,0.9942428200049058,0.9605432098765432,0.76,0.7570346320346321,0.11577890299986393
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_2_s0,2,rtdl_ResNet__seed_0__trial_2,20.653837264999993,1.3736492892692715,0.9439627959310175,0.785,0.7881810718619193,0.136733989999982,1.455350102700355,0.9261882716049382,0.74,0.7357997557997558,0.13591372799999135,1.3691994867769475,0.9591419753086418,0.78,0.7762987012987013,0.1331842640000218
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_20_s0,20,rtdl_ResNet__seed_0__trial_20,8.674656154000331,1.1825117705743038,0.9433377600013932,0.78,0.7811564548579233,0.1607250249999197,1.2680583159977257,0.9425586419753088,0.72,0.7148473748473748,0.12386961999982304,1.1927061767203522,0.9485061728395063,0.76,0.7558225108225107,0.15490781500011508
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_21_s0,21,rtdl_ResNet__seed_0__trial_21,30.436984665000004,1.0161358309130062,0.9452600111009986,0.785,0.7881492770801246,0.15910210000001257,1.2121095936667852,0.9300493827160493,0.7,0.6965079365079364,0.11891219000000319,1.0059313995549852,0.9622098765432099,0.76,0.7558225108225107,0.10704851799999915
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_22_s0,22,rtdl_ResNet__seed_0__trial_22,24.68468125399977,1.1399528424967698,0.9439043831343409,0.7825,0.7845329542324082,0.1261603150001065,1.3705417343984165,0.926503086419753,0.72,0.7212012987012987,0.11322190700002466,1.1466548281863957,0.9648580246913582,0.76,0.7570346320346321,0.1433768360002432
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_23_s0,23,rtdl_ResNet__seed_0__trial_23,8.482057062000024,1.235465953376679,0.9358277270520644,0.775,0.7765654310788839,0.12973025700000562,1.4887870551089797,0.9073765432098766,0.72,0.7189058164058164,0.11834935799998902,1.3535519156454021,0.9511975308641976,0.76,0.7558225108225107,0.12963080200000832
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_24_s0,24,rtdl_ResNet__seed_0__trial_24,7.3125746830000935,2.1434132397438277,0.9313816428548715,0.7575,0.7568236765095498,0.1353289799999402,1.861941993968154,0.937104938271605,0.72,0.7116466866466866,0.14181041099982394,1.7285524320196037,0.9515802469135803,0.78,0.7752059052059052,0.13364733499975046
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_25_s0,25,rtdl_ResNet__seed_0__trial_25,8.301018426999974,1.8872074487386732,0.9356750240740135,0.7725,0.7740589448211723,0.12068054400003803,2.111843130560797,0.9213734567901236,0.72,0.7139682539682539,0.12144206599998597,1.9744174987157088,0.9465,0.76,0.7554029304029304,0.13799008500001264
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_26_s0,26,rtdl_ResNet__seed_0__trial_26,13.95672433899972,1.0875875006675177,0.9415863614420984,0.7825,0.784496677691906,0.11461924600007478,1.2902845154978464,0.9220493827160494,0.72,0.7131929181929183,0.1287854239999433,1.087793685409679,0.957388888888889,0.76,0.7558225108225107,0.12303543399957562
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_27_s0,27,rtdl_ResNet__seed_0__trial_27,10.109693106000009,1.045707009444608,0.9522203000128231,0.78,0.7825096641081919,0.12310110700002497,1.1766152312986071,0.9357777777777778,0.76,0.7569230769230769,0.12967100800000253,1.104792058434771,0.9675432098765433,0.76,0.7558225108225107,0.13242145200001687
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_28_s0,28,rtdl_ResNet__seed_0__trial_28,8.062896232000185,1.4733949725795372,0.9366461211304776,0.7775,0.7784884315435179,0.13447717999997622,1.6199966156859518,0.9346604938271604,0.72,0.7139971139971141,0.13824202399973728,1.5649672912528416,0.9465185185185185,0.76,0.7554029304029304,0.12981751100005567
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_29_s0,29,rtdl_ResNet__seed_0__trial_29,4.8397689309999805,1.5365544928304007,0.9336309916857835,0.77,0.76897622643394,0.12294868399999359,1.6489679714642247,0.926601851851852,0.72,0.7155633255633256,0.12163002800002687,1.2874973665040363,0.9518148148148149,0.8,0.8026251526251527,0.11166297699992356
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_3_s0,3,rtdl_ResNet__seed_0__trial_3,12.404958788000044,1.3796977679531057,0.9412160538530061,0.7825,0.7854714598681243,0.14642865799999072,1.4416348245522128,0.9449567901234567,0.74,0.7324231324231324,0.13824811500001033,1.412596447556463,0.9518641975308642,0.76,0.7558225108225107,0.13461897100000897
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_30_s0,30,rtdl_ResNet__seed_0__trial_30,16.75924685100017,1.7197799535731397,0.9388369798701413,0.78,0.7815212776007379,0.14554573300029006,1.9225113100421032,0.9259104938271604,0.72,0.7167484737484737,0.14556788099980622,1.776840530866785,0.9460617283950618,0.78,0.7762987012987013,0.15178939399993396
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_31_s0,31,rtdl_ResNet__seed_0__trial_31,15.572368847000007,1.1090045882013073,0.9433086866286143,0.7825,0.7851282017614438,0.11485552999999982,1.1936220124676427,0.939641975308642,0.68,0.6812409812409811,0.11224941800003307,1.1150968595794866,0.9595061728395061,0.76,0.7554029304029305,0.103996516000052
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_32_s0,32,rtdl_ResNet__seed_0__trial_32,6.053086598999926,1.5490054250399214,0.9450476964655331,0.78,0.782288289875499,0.14496628899996722,1.6537858905275389,0.9253209876543211,0.78,0.7710551670551671,0.14965211900016584,1.4119361286046763,0.9629135802469138,0.78,0.7809584859584859,0.15259325300030468
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_33_s0,33,rtdl_ResNet__seed_0__trial_33,14.428081669999983,1.0333717755148881,0.9447426696763099,0.7825,0.7854961454957151,0.10552233999999316,1.1405378792725387,0.9336141975308642,0.74,0.7380952380952381,0.11535894700000426,1.06190859240118,0.9559012345679011,0.76,0.7558225108225107,0.10640898199994808
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_34_s0,34,rtdl_ResNet__seed_0__trial_34,29.99744059800014,0.965706808903735,0.9485170251948569,0.7825,0.782856935677164,0.11197824899954867,1.161814660755617,0.9398487654320988,0.7,0.69497113997114,0.12702829400041082,0.9802620007675676,0.96320987654321,0.76,0.7558225108225107,0.12001203799991345
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_35_s0,35,rtdl_ResNet__seed_0__trial_35,14.687871772000108,1.506652088139185,0.9297645719536604,0.785,0.7882460365641133,0.11719578200018077,1.6718934248608017,0.9250061728395065,0.74,0.7405219780219781,0.10671804100002191,1.5073009120598149,0.9468333333333335,0.76,0.7558225108225107,0.1046333639999375
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_36_s0,36,rtdl_ResNet__seed_0__trial_36,6.056295379999938,1.3474850988625213,0.9344257908099729,0.7725,0.7755183971619392,0.11600094400000671,1.387721943688758,0.9380308641975309,0.68,0.6832312132312132,0.11733555000046181,1.28368512054278,0.9380246913580248,0.78,0.7788095238095238,0.14577314300004218
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_37_s0,37,rtdl_ResNet__seed_0__trial_37,5.695606096999882,1.9854218052285448,0.9348442568887241,0.7725,0.7731219761979901,0.10343835999992734,1.9567087873384792,0.9252314814814816,0.7,0.6913997113997113,0.13678164399993875,2.0835836303588433,0.9297716049382716,0.76,0.7554029304029304,0.1261546640000688
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_38_s0,38,rtdl_ResNet__seed_0__trial_38,12.004418398000098,1.1697366717790414,0.9439903265482023,0.785,0.7881492770801246,0.1305361949998769,1.356318305124297,0.9414228395061729,0.72,0.714920634920635,0.11206570500007729,1.2412315635944355,0.9572839506172841,0.76,0.7558225108225107,0.11229508599990368
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_39_s0,39,rtdl_ResNet__seed_0__trial_39,10.619090416999825,1.4226735717456176,0.9368233359528833,0.7825,0.7854781482015152,0.14324200299961376,1.6900119681909593,0.9182407407407406,0.72,0.7173473748473748,0.14203129100042133,1.5065146076288531,0.9605246913580249,0.76,0.7558225108225107,0.15035111799988954
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_4_s0,4,rtdl_ResNet__seed_0__trial_4,14.341926938000029,2.3825806409708687,0.939122775129955,0.7775,0.7808415566857346,0.140786458999969,2.6821324944645033,0.9268425925925926,0.74,0.7357264957264956,0.14126748599994698,2.6266737101790185,0.9321111111111112,0.74,0.7330019980019981,0.1312798339999972
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_5_s0,5,rtdl_ResNet__seed_0__trial_5,19.07946972000002,1.0466313059211252,0.9456844131758113,0.7825,0.7854781482015152,0.11679451600002722,1.2938184123027219,0.9253919753086421,0.72,0.714920634920635,0.12334518099999059,1.1038603496933896,0.9634691358024692,0.76,0.7558225108225107,0.11060868900005971
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_6_s0,6,rtdl_ResNet__seed_0__trial_6,10.749274592000006,2.067211580168499,0.9428347332654171,0.7775,0.777063526494436,0.13746752899999137,2.2493157504946613,0.9263055555555556,0.72,0.7137484737484737,0.13415688600002795,1.9581319778293855,0.943320987654321,0.78,0.7809584859584859,0.1393739979999964
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_7_s0,7,rtdl_ResNet__seed_0__trial_7,23.382592248000037,0.9210939216194501,0.948970203260578,0.7775,0.7774379864519042,0.13782849699998678,1.0714611278142958,0.9406327160493828,0.66,0.6561921411921412,0.1272340109999277,0.9135977913077952,0.9598765432098765,0.76,0.7554029304029304,0.13640020900004401
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_8_s0,8,rtdl_ResNet__seed_0__trial_8,12.616713219000076,1.9874553208062233,0.9419803571931838,0.7725,0.7717697494070614,0.1462880359999872,2.3819267438784992,0.9111697530864199,0.72,0.714008991008991,0.14126431900012903,2.2279648057501045,0.9503827160493827,0.74,0.7367016317016316,0.13312426700008473
openml__LED-display-domain-7digit__125921__fold_1,openml__LED-display-domain-7digit__125921,classification,rtdl_ResNet,random_9_s0,9,rtdl_ResNet__seed_0__trial_9,32.76923257400017,0.9404225867962634,0.9487191140803366,0.78,0.7797297538392881,0.1410453050000342,1.1234946752096966,0.9366851851851852,0.7,0.6927489177489179,0.13915974500014272,0.9215622353379262,0.9648024691358027,0.76,0.7558225108225107,0.13692907399990872
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,default,0,CatBoost__seed_0__trial_0,7.996145800000001,0.6651092871207583,0.9709814902679699,0.8025,0.803467368575034,0.00830414200000007,0.918435033247967,0.9528425925925925,0.68,0.68121645021645,0.008352535999996746,1.0576142954692649,0.9309969135802467,0.64,0.6326943056943057,0.014666765000001192
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_1_s0,1,CatBoost__seed_0__trial_1,3.515470667999992,0.6694457849389273,0.9770713832187575,0.805,0.8040990042748785,0.009218067999995583,1.1193452447826358,0.923858024691358,0.68,0.6685454545454546,0.009873497000000953,1.2022244797454418,0.9042777777777778,0.62,0.6208574758574759,0.015035585999996215
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_10_s0,10,CatBoost__seed_0__trial_10,4.242385284999955,0.7076881577795967,0.9679745761729268,0.7875,0.7861092598690546,0.00983736099988164,0.8131834829446823,0.9622006172839506,0.72,0.7145847485847486,0.010037147999810259,0.9447248088199315,0.9567777777777777,0.68,0.6686450216450217,0.013947521000091001
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_11_s0,11,CatBoost__seed_0__trial_11,10.585767831999874,0.6863190370234679,0.9696895735521879,0.7875,0.7876690479730967,0.010747127000058754,0.8212985917402661,0.9615524691358023,0.72,0.7195847485847486,0.009201366000070266,0.9614031078208963,0.9541913580246915,0.66,0.6526943056943056,0.015014283000027717
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_12_s0,12,CatBoost__seed_0__trial_12,8.109719765999898,0.6946456331821387,0.9718382934001091,0.805,0.8077189341267715,0.009191869999995106,1.0713619032189168,0.9297098765432099,0.68,0.6783939393939394,0.008142493999912404,1.2053380033411334,0.8976574074074075,0.62,0.6364923964923965,0.01658083299980717
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_13_s0,13,CatBoost__seed_0__trial_13,5.963149364999936,0.6960168751773805,0.9681018293172049,0.79,0.7905819815841716,0.008172518000037599,0.8414776129009176,0.9596327160493827,0.7,0.7006103896103896,0.009936496999898736,0.9818693366324125,0.9504660493827162,0.66,0.6486450216450217,0.017068753999865294
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_14_s0,14,CatBoost__seed_0__trial_14,21.38659312499999,0.7326327268969625,0.9680106313257828,0.805,0.8082936057523251,0.011043279000205075,1.0447369764419203,0.9317006172839508,0.68,0.6738717948717949,0.01131916799999999,1.2262692692382664,0.8963302469135802,0.64,0.6543345543345543,0.019565913000178625
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_15_s0,15,CatBoost__seed_0__trial_15,2.798682754999845,0.648002528329549,0.9734904972461198,0.795,0.7957025629307475,0.011143072999857395,0.8720974309452513,0.956145061728395,0.7,0.6950825840825842,0.00909131200023694,1.0453363967100304,0.9435370370370374,0.66,0.6503246753246753,0.014099357000304735
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_16_s0,16,CatBoost__seed_0__trial_16,11.520265823000045,0.6734124567655428,0.9705067003469631,0.8,0.8009449412032091,0.01010544300015681,0.9117220691760254,0.9528425925925925,0.68,0.68121645021645,0.009744290000071487,1.0531239030231823,0.9328487654320987,0.64,0.6326943056943057,0.016621952000150486
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_17_s0,17,CatBoost__seed_0__trial_17,5.321358615999998,0.6430381453707659,0.9752305869673971,0.805,0.806921808089025,0.010766627999601042,0.9372384144758586,0.9535648148148147,0.68,0.6753956043956043,0.01013148399988495,1.0406828378909767,0.9338302469135801,0.64,0.6334215784215784,0.015691522999986773
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_18_s0,18,CatBoost__seed_0__trial_18,11.608266106999963,0.6979133825776028,0.9672562054444062,0.8,0.8009449412032091,0.010177372999805812,0.9047339740182672,0.9542129629629629,0.68,0.68121645021645,0.010732664999977715,1.069269002507989,0.9274135802469133,0.64,0.6326943056943057,0.019005385000127717
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_19_s0,19,CatBoost__seed_0__trial_19,8.816369711999869,0.692360552491167,0.9735932885364105,0.805,0.8094025320103695,0.010251083000184735,1.073738659757998,0.9332746913580249,0.68,0.6758631368631369,0.010315056000308687,1.2045107940049622,0.8958981481481483,0.66,0.6783455433455434,0.01663693599994076
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_2_s0,2,CatBoost__seed_0__trial_2,6.961196870000009,0.6769670862215594,0.9692940993247264,0.79,0.79109459303048,0.00692116300001544,0.814183553965247,0.9609969135802469,0.72,0.7195847485847486,0.006838271000020768,0.9573520730669407,0.9547777777777778,0.68,0.674027639027639,0.01267042200001356
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_20_s0,20,CatBoost__seed_0__trial_20,27.19189423099988,0.7331505176148583,0.9680131233047257,0.805,0.8082936057523251,0.008131487999889941,1.0447981366752004,0.9317006172839508,0.68,0.6738717948717949,0.009093651000057434,1.2266617008645284,0.8971018518518518,0.64,0.6543345543345543,0.014225010999780352
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_21_s0,21,CatBoost__seed_0__trial_21,17.395535544999802,0.6962938883052484,0.9688448747337921,0.79,0.7903978497750016,0.008691745000305673,0.8389648084793038,0.9602191358024691,0.7,0.7006103896103896,0.009115383000334987,0.9903914901595061,0.950966049382716,0.66,0.6486450216450217,0.016142099000262533
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_22_s0,22,CatBoost__seed_0__trial_22,8.296411378999892,0.675731694238645,0.9712833491641054,0.8025,0.8042392697900682,0.007500295000227197,0.9174670067484115,0.9517314814814815,0.68,0.6778831168831168,0.009022581999943213,1.0471820948103205,0.9310895061728395,0.66,0.6540276390276389,0.00812358100029087
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_23_s0,23,CatBoost__seed_0__trial_23,25.038574732999678,0.7315367824304129,0.967890082272307,0.805,0.8082936057523251,0.008639442000003328,1.0441165602229552,0.9319783950617284,0.68,0.6738717948717949,0.009208320000198,1.2247665007255535,0.8963302469135802,0.64,0.6543345543345543,0.01313203900008375
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_24_s0,24,CatBoost__seed_0__trial_24,12.21962739799983,0.7339548956268974,0.9679662864453077,0.805,0.8082936057523251,0.009585512999819912,1.0475398691624533,0.9317006172839508,0.68,0.6738717948717949,0.008782018999681895,1.2284072151755066,0.8971018518518518,0.64,0.6543345543345543,0.014882655000292289
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_25_s0,25,CatBoost__seed_0__trial_25,2.63847588399949,0.6881363148298211,0.9724207467559326,0.805,0.8073226751230526,0.009325142000307096,1.0034533947484578,0.9455895061728395,0.68,0.6705384615384615,0.010053934999632475,1.1216619732193096,0.9125432098765429,0.64,0.6347402597402597,0.014379399000063131
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_26_s0,26,CatBoost__seed_0__trial_26,15.0701610240003,0.7066011213776386,0.9670553643208022,0.8,0.8009449412032091,0.011339327999849047,0.904910740206089,0.9551388888888888,0.68,0.68121645021645,0.009678123000412597,1.072216925482404,0.928617283950617,0.64,0.6326943056943057,0.019948692999605555
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_27_s0,27,CatBoost__seed_0__trial_27,18.457171879999805,0.7301325012181512,0.9678925742512499,0.805,0.8082936057523251,0.009712521999972523,1.043894605835105,0.9319783950617284,0.68,0.6738717948717949,0.008643070000289299,1.2236775083666156,0.8967932098765432,0.64,0.6543345543345543,0.01400158299929899
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_28_s0,28,CatBoost__seed_0__trial_28,2.8985665569998673,0.6300722883481725,0.9757229577252461,0.805,0.806921808089025,0.010163296999962768,0.9370124428697858,0.9551388888888888,0.68,0.6753956043956043,0.008119076999719255,1.0441823916762594,0.9326944444444446,0.66,0.65498001998002,0.015774581000187027
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_29_s0,29,CatBoost__seed_0__trial_29,2.566955355999198,0.6450989325353711,0.9734214087130175,0.795,0.7957025629307475,0.009832152999479149,0.871950142340419,0.956145061728395,0.7,0.6950825840825842,0.00957998099966062,1.0462060495631713,0.9435370370370374,0.66,0.6503246753246753,0.016511652999724902
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_3_s0,3,CatBoost__seed_0__trial_3,4.181223434000003,0.698769642283255,0.9715538109587334,0.805,0.8036722365981107,0.009945005000020046,1.0671341366887375,0.9295246913580247,0.68,0.6685454545454546,0.011830393000025197,1.2069459251339238,0.8985833333333335,0.62,0.6208574758574759,0.01362507200002483
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_4_s0,4,CatBoost__seed_0__trial_4,8.117055798000024,0.7083681686827474,0.9666382015661864,0.7975,0.798461827460175,0.009770054000000528,0.8983018851083098,0.9549043209876544,0.68,0.68121645021645,0.009976723000022503,1.0654369559007926,0.925858024691358,0.64,0.6326943056943057,0.01601368699999739
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_5_s0,5,CatBoost__seed_0__trial_5,8.681501927,0.6875136942912181,0.9741727092458825,0.805,0.8094025320103695,0.010707739999986643,1.0796256542451457,0.9327191358024691,0.68,0.6758631368631369,0.00929433499999277,1.202915349975487,0.8992314814814816,0.66,0.6783455433455434,0.0151409520000243
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_6_s0,6,CatBoost__seed_0__trial_6,5.129438292000032,0.6913100524122823,0.9674817630974226,0.795,0.7959722491372635,0.010414581999953043,0.8553337381225871,0.9603425925925927,0.68,0.68121645021645,0.010259606999966309,1.0129968323370706,0.9438518518518517,0.66,0.6486450216450217,0.012288065999996434
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_7_s0,7,CatBoost__seed_0__trial_7,14.390345204000027,0.7135839699310977,0.9695067677666749,0.805,0.8088275541147019,0.008518640000033884,1.0539459380184302,0.9330432098765432,0.68,0.6758631368631369,0.010000641000033283,1.214033497484083,0.8962376543209876,0.64,0.6577045177045178,0.016243303999999625
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_8_s0,8,CatBoost__seed_0__trial_8,18.451936950999993,0.7340795119878905,0.9678690691071341,0.805,0.8082936057523251,0.006991596000034406,1.0439449834919787,0.9312376543209878,0.68,0.6738717948717949,0.008381151999969916,1.2267520109589012,0.8963302469135802,0.64,0.6543345543345543,0.011506277999956183
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,CatBoost,random_9_s0,9,CatBoost__seed_0__trial_9,16.1652476270001,0.6655986023986361,0.971286470525775,0.8,0.8009449412032091,0.009841757999993206,0.9122919841602999,0.9545833333333331,0.68,0.68121645021645,0.009623663999946075,1.0493003157975165,0.9334043209876542,0.64,0.6326943056943057,0.018147672999930364
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,XGBoost,default,0,XGBoost__seed_0__trial_0,5.297955830999996,0.607745325117657,0.9750099499686625,0.7975,0.8007981146740168,2.6463614789999994,0.9643555472474786,0.9501327160493828,0.7,0.6995714285714285,2.4579407149999994,1.1459940231771741,0.9323240740740742,0.7,0.6964790764790766,2.1649757499999964
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,XGBoost,random_1_s0,1,XGBoost__seed_0__trial_1,5.42605747799999,0.6256791069243827,0.9738501558026307,0.79,0.7909549628582582,2.5036529820000055,0.9684577775520777,0.9446141975308643,0.72,0.7195847485847486,2.466072815000018,1.1471654438947825,0.9261203703703706,0.66,0.6492510822510823,2.1143151520000174
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,XGBoost,random_10_s0,10,XGBoost__seed_0__trial_10,5.2762891970000965,0.5675628235617144,0.9770272990059854,0.805,0.8087340369021138,2.4882371470000635,1.0409293081142743,0.9418703703703705,0.68,0.6753956043956043,2.4751326240000253,1.2435609779914558,0.9224969135802471,0.68,0.6758730158730158,2.0807111050000913
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,XGBoost,random_11_s0,11,XGBoost__seed_0__trial_11,5.000327161000087,0.6201196581483991,0.9734864321047602,0.79,0.7925492717015988,2.5804760020000685,0.9809783087398642,0.9502253086419753,0.74,0.7375627705627708,2.3740611180000997,1.1831552452338663,0.9294567901234566,0.7,0.6933044733044733,2.113288062000038
openml__LED-display-domain-7digit__125921__fold_2,openml__LED-display-domain-7digit__125921,classification,XGBoost,random_12_s0,12,XGBoost__seed_0__trial_12,5.097194076000051,0.6384988384861104,0.9729916652217027,0.7875,0.7908343031539866,2.487933557999895,0.9614090351449679,0.951966049382716,0.72,0.7167276057276056,2.480593287999909,1.1509799938857688,0.9291358024691357,0.72,0.7139682539682539,2.029237924000199
